Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
6/23/06	Click	$82,500,000 	$137,355,633 	$237,555,633 
12/15/06	Charlotte's Web	$82,500,000 	$82,985,708 	$143,985,708 
2/14/08	Jumper	$82,500,000 	$81,168,265 	$223,113,205 
7/11/08	Hellboy 2: The Golden Army	$82,500,000 	$75,986,503 	$160,388,063 
5/27/05	The Longest Yard	$82,000,000 	$158,119,460 	$190,320,568 
8/13/10	The Expendables	$82,000,000 	$103,068,524 	$268,268,174 
11/17/00	The 6th Day	$82,000,000 	$34,543,701 	$96,024,898 
5/23/03	Bruce Almighty	$81,000,000 	$242,704,995 	$483,473,962 
3/23/12	The Hunger Games	$80,000,000 	$408,010,692 	$684,510,692 
5/21/96	Mission: Impossible	$80,000,000 	$180,981,886 	$457,697,994 
6/18/92	Batman Returns	$80,000,000 	$162,833,635 	$266,824,291 
5/7/99	The Mummy	$80,000,000 	$155,385,488 	$416,385,488 
5/19/06	Over the Hedge	$80,000,000 	$155,019,340 	$336,002,981 
6/21/02	Lilo & Stitch	$80,000,000 	$145,771,527 	$245,800,000 
5/8/98	Deep Impact	$80,000,000 	$140,464,664 	$349,464,664 
7/12/13	Grown Ups 2	$80,000,000 	$133,668,525 	$247,023,808 
3/11/05	Robots	$80,000,000 	$128,200,012 	$260,700,012 
2/19/10	Shutter Island	$80,000,000 	$128,012,934 	$296,831,073 
12/12/03	Something's Gotta Give	$80,000,000 	$124,685,242 	$266,685,242 
11/26/08	Four Christmases	$80,000,000 	$120,146,040 	$163,546,040 
6/27/97	Face/Off	$80,000,000 	$112,276,146 	$241,200,000 
12/25/08	Bedtime Stories	$80,000,000 	$110,101,975 	$218,357,961 
7/12/02	The Road to Perdition	$80,000,000 	$104,054,514 	$183,354,514 
2/11/11	Just Go With It	$80,000,000 	$103,028,109 	$214,974,953 
2/14/03	Daredevil	$80,000,000 	$102,543,518 	$182,782,518 
9/26/08	Eagle Eye	$80,000,000 	$101,440,743 	$178,066,569 
6/6/97	Con Air	$80,000,000 	$101,117,573 	$224,117,573 
12/25/03	Cold Mountain	$80,000,000 	$95,632,614 	$161,632,614 
1/15/10	The Book of Eli	$80,000,000 	$94,835,059 	$158,750,817 
11/26/97	Flubber	$80,000,000 	$92,993,801 	$177,993,801 
7/23/99	The Haunting	$80,000,000 	$91,188,905 	$180,188,905 
11/15/96	Space Jam	$80,000,000 	$90,463,534 	$250,200,000 
2/10/06	The Pink Panther	$80,000,000 	$82,226,474 	$158,926,474 
7/8/11	Zookeeper	$80,000,000 	$80,360,866 	$170,485,247 
12/12/08	The Day the Earth Stood Still	$80,000,000 	$79,366,978 	$233,066,978 
8/8/97	Conspiracy Theory	$80,000,000 	$76,118,990 	$142,783,718 
6/12/98	Six Days, Seven Nights	$80,000,000 	$74,339,294 	$164,800,000 
5/24/02	Spirit: Stallion of the Cimarron	$80,000,000 	$73,215,310 	$106,515,310 
6/8/01	Swordfish	$80,000,000 	$69,772,969 	$147,080,413 
4/3/98	Lost In Space	$80,000,000 	$69,117,629 	$136,047,317 
7/30/04	The Manchurian Candidate	$80,000,000 	$65,948,711 	$96,148,711 
11/22/06	Déjà Vu	$80,000,000 	$64,038,616 	$181,038,616 
6/24/05	Bewitched	$80,000,000 	$63,313,159 	$131,159,306 
1/1/00	Fantasia 2000 (IMAX)	$80,000,000 	$60,507,228 	$60,507,228 
3/8/02	The Time Machine	$80,000,000 	$56,684,819 	$98,983,590 
10/2/98	What Dreams May Come	$80,000,000 	$55,485,043 	$71,485,043 
12/25/98	Mighty Joe Young	$80,000,000 	$50,632,037 	$50,632,037 
10/28/05	The Legend of Zorro	$80,000,000 	$45,575,336 	$141,475,336 
11/10/00	Little Nicky	$80,000,000 	$39,442,871 	$58,270,391 
9/25/09	Surrogates	$80,000,000 	$38,577,772 	$119,668,350 
6/8/01	Evolution	$80,000,000 	$38,311,134 	$98,341,932 
8/26/05	The Brothers Grimm	$80,000,000 	$37,899,638 	$105,299,638 
12/13/96	Mars Attacks!	$80,000,000 	$37,771,017 	$101,371,017 
4/14/06	The Wild	$80,000,000 	$37,384,046 	$99,384,046 
12/22/00	Thirteen Days	$80,000,000 	$34,566,746 	$66,554,547 
12/6/96	Daylight	$80,000,000 	$32,908,290 	$158,908,290 
5/12/00	Battlefield Earth: A Saga of the Year 3000	$80,000,000 	$21,471,685 	$29,725,663 
11/14/03	Looney Tunes: Back in Action	$80,000,000 	$20,950,820 	$54,540,662 
12/18/09	Nine	$80,000,000 	$19,676,965 	$53,508,858 
11/26/03	Timeline	$80,000,000 	$19,480,739 	$26,703,184 
4/22/10	Oceans	$80,000,000 	$19,422,319 	$82,522,319 
11/25/98	Babe: Pig in the City	$80,000,000 	$18,319,860 	$69,131,860 
12/25/97	The Postman	$80,000,000 	$17,650,704 	$17,650,704 
11/10/00	Red Planet	$80,000,000 	$17,480,890 	$33,463,969 
12/15/06	Arthur et les Minimoys	$80,000,000 	$15,132,763 	$110,102,340 
8/17/07	The Invasion	$80,000,000 	$15,074,191 	$40,147,042 
6/16/00	Fantasia 2000 (Theatrical Release)	$80,000,000 	$9,103,630 	$9,103,630 
9/2/05	A Sound of Thunder	$80,000,000 	$1,900,451 	$6,300,451 
6/15/94	The Lion King	$79,300,000 	$422,780,140 	$952,880,140 
2/10/12	Journey 2: The Mysterious Island	$79,000,000 	$103,860,290 	$325,860,290 
12/21/01	A Beautiful Mind	$78,000,000 	$170,708,996 	$317,668,058 
9/27/13	Cloudy with a Chance of Meatballs 2	$78,000,000 	$118,882,230 	$255,481,254 
10/4/02	Red Dragon	$78,000,000 	$92,955,420 	$206,455,420 
3/5/04	Hidalgo	$78,000,000 	$67,286,731 	$107,336,658 
7/11/03	The League of Extraordinary Gentlemen	$78,000,000 	$66,465,204 	$179,265,204 
8/20/04	Exorcist: The Beginning	$78,000,000 	$41,814,863 	$43,957,541 
10/17/12	Astérix et Obélix: Au service de Sa Majesté	$77,600,000 	$0 	$60,680,125 
7/2/13	Despicable Me 2	$76,000,000 	$368,065,385 	$956,159,623 
6/6/03	2 Fast 2 Furious	$76,000,000 	$127,120,058 	$236,220,058 
12/25/06	Children of Men	$76,000,000 	$35,552,383 	$69,450,202 
6/30/00	The Adventures of Rocky & Bullwinkle	$76,000,000 	$26,000,610 	$35,129,610 
7/2/96	Independence Day	$75,000,000 	$306,169,255 	$817,400,878 
5/22/97	The Lost World: Jurassic Park	$75,000,000 	$229,086,679 	$786,686,679 
3/31/06	Ice Age: The Meltdown	$75,000,000 	$195,330,621 	$651,899,282 
5/27/05	Madagascar	$75,000,000 	$193,595,521 	$556,559,566 
6/25/10	Grown Ups	$75,000,000 	$162,001,186 	$272,223,430 
10/1/04	Shark Tale	$75,000,000 	$161,412,000 	$367,825,111 
7/14/00	X-Men	$75,000,000 	$157,299,717 	$296,339,717 
6/27/08	Wanted	$75,000,000 	$134,508,551 	$343,399,857 
6/7/96	The Rock	$75,000,000 	$134,069,511 	$336,069,511 
2/13/04	50 First Dates	$75,000,000 	$120,776,832 	$196,324,496 
7/20/07	Hairspray	$75,000,000 	$118,871,849 	$202,871,849 
12/15/06	Dreamgirls	$75,000,000 	$103,365,956 	$154,965,956 
7/23/99	Inspector Gadget	$75,000,000 	$97,387,965 	$97,387,965 
11/11/11	Immortals	$75,000,000 	$83,504,017 	$211,562,435 
12/25/08	Valkyrie	$75,000,000 	$83,077,762 	$198,686,789 
6/18/04	The Terminal	$75,000,000 	$77,073,959 	$218,673,959 
2/18/05	Constantine	$75,000,000 	$75,976,178 	$230,884,728 
7/21/06	Monster House	$75,000,000 	$73,661,010 	$141,267,370 
12/8/00	Vertical Limit	$75,000,000 	$68,473,360 	$213,500,000 
12/21/07	Charlie Wilson's War	$75,000,000 	$66,661,095 	$119,512,771 
4/16/99	Life	$75,000,000 	$64,062,587 	$73,521,587 
3/4/05	Be Cool	$75,000,000 	$55,849,401 	$94,944,017 
12/23/05	Munich	$75,000,000 	$47,379,090 	$130,279,090 
6/4/10	Killers	$75,000,000 	$47,059,963 	$95,572,749 
3/7/03	Tears of the Sun	$75,000,000 	$43,632,458 	$85,632,458 
7/21/06	Lady in the Water	$75,000,000 	$42,285,169 	$72,785,169 
12/17/04	Spanglish	$75,000,000 	$42,044,321 	$54,344,321 
10/12/01	Bandits	$75,000,000 	$41,523,271 	$71,523,271 
12/17/99	Anna and the King	$75,000,000 	$39,251,128 	$39,251,128 
7/7/95	First Knight	$75,000,000 	$37,361,412 	$127,361,412 
3/25/11	Sucker Punch	$75,000,000 	$36,392,502 	$89,758,389 
3/11/05	Hostage	$75,000,000 	$34,636,443 	$77,636,443 
6/13/03	Hollywood Homicide	$75,000,000 	$30,207,785 	$51,107,785 
6/16/00	Titan A.E.	$75,000,000 	$22,751,979 	$36,751,979 
12/17/04	Flight of the Phoenix	$75,000,000 	$21,009,180 	$34,009,180 
10/23/98	Soldier	$75,000,000 	$14,623,082 	$14,623,082 
1/15/99	Virus	$75,000,000 	$14,010,690 	$30,626,690 
2/23/01	Monkeybone	$75,000,000 	$5,409,517 	$5,409,517 
11/22/00	Unbreakable	$73,243,106 	$94,999,143 	$248,099,143 
8/4/06	Talladega Nights: The Ballad of Ricky Bobby	$73,000,000 	$148,213,377 	$162,926,797 
8/7/98	Snake Eyes	$73,000,000 	$55,591,409 	$103,891,409 
2/13/98	Sphere	$73,000,000 	$37,068,294 	$50,168,294 
7/27/07	The Simpsons Movie	$72,500,000 	$183,135,014 	$527,071,022 
2/8/08	Fool's Gold	$72,500,000 	$70,231,041 	$109,362,966 
7/31/09	Funny People	$72,500,000 	$51,855,045 	$71,880,305 
9/28/07	The Kingdom	$72,500,000 	$47,467,250 	$86,509,602 
6/22/01	Doctor Dolittle 2	$72,000,000 	$112,950,721 	$176,101,721 
5/24/95	Braveheart	$72,000,000 	$75,545,647 	$209,000,000 
11/4/05	Jarhead	$72,000,000 	$62,647,540 	$96,947,540 
4/27/01	Driven	$72,000,000 	$32,616,869 	$54,616,869 
12/21/01	The Majestic	$72,000,000 	$27,796,042 	$37,306,334 
6/25/04	Two Brothers	$72,000,000 	$19,176,754 	$62,176,754 
7/30/04	The Village	$71,682,975 	$114,197,520 	$257,641,634 
6/26/98	Doctor Dolittle	$71,500,000 	$144,156,605 	$294,156,605 
8/2/02	Signs	$70,702,619 	$227,965,690 	$408,265,690 
5/19/04	Shrek 2	$70,000,000 	$441,226,247 	$937,008,132 
6/9/06	Cars	$70,000,000 	$244,082,982 	$461,667,967 
12/23/09	Alvin and the Chipmunks: The Squeakquel	$70,000,000 	$219,614,612 	$443,483,213 
6/22/88	Who Framed Roger Rabbit?	$70,000,000 	$154,112,492 	$351,500,000 
7/30/99	Runaway Bride	$70,000,000 	$152,257,509 	$310,138,178 
8/9/02	xXx	$70,000,000 	$141,930,000 	$267,200,000 
11/8/96	Ransom	$70,000,000 	$136,492,681 	$308,700,000 
8/20/09	Inglourious Basterds	$70,000,000 	$120,831,050 	$316,971,720 
12/11/91	Hook	$70,000,000 	$119,654,823 	$300,854,823 
7/3/90	Die Hard 2	$70,000,000 	$117,323,878 	$239,814,025 
8/8/03	S.W.A.T.	$70,000,000 	$116,877,597 	$207,154,748 
11/19/99	Sleepy Hollow	$70,000,000 	$101,068,340 	$207,068,340 
12/14/01	Vanilla Sky	$70,000,000 	$100,614,858 	$202,726,605 
6/13/97	Hercules	$70,000,000 	$99,112,101 	$250,700,000 
3/22/13	Olympus Has Fallen	$70,000,000 	$98,927,592 	$150,562,164 
3/11/11	Battle: Los Angeles	$70,000,000 	$83,552,429 	$212,005,201 
8/13/04	AVP: Alien Vs. Predator	$70,000,000 	$80,281,096 	$172,543,519 
12/25/11	War Horse	$70,000,000 	$79,883,359 	$173,583,359 
3/1/02	We Were Soldiers	$70,000,000 	$78,120,196 	$114,658,262 
12/11/98	Star Trek: Insurrection	$70,000,000 	$70,187,658 	$117,800,000 
12/10/03	Big Fish	$70,000,000 	$66,432,867 	$123,432,867 
6/17/94	Wolf	$70,000,000 	$65,011,757 	$131,011,757 
1/20/12	Underworld: Awakening	$70,000,000 	$62,321,039 	$160,379,930 
8/9/89	The Abyss	$70,000,000 	$54,243,125 	$54,243,125 
9/24/10	Wall Street 2: Money Never Sleeps	$70,000,000 	$52,474,616 	$137,431,619 
1/14/11	The Dilemma	$70,000,000 	$48,475,290 	$70,546,865 
11/6/98	The Siege	$70,000,000 	$40,934,175 	$116,625,798 
8/10/07	Stardust	$70,000,000 	$38,634,938 	$135,556,675 
6/15/12	Rock of Ages	$70,000,000 	$38,518,613 	$50,118,613 
10/8/97	Seven Years in Tibet	$70,000,000 	$37,945,884 	$131,445,884 
9/17/04	Sky Captain and the World of Tomorrow	$70,000,000 	$37,760,080 	$49,730,854 
11/1/02	I Spy	$70,000,000 	$33,561,137 	$60,279,822 
6/7/02	Bad Company	$70,000,000 	$30,157,016 	$69,157,016 
10/21/05	Doom	$70,000,000 	$28,212,337 	$54,612,337 
10/18/13	Escape Plan	$70,000,000 	$25,213,103 	$103,813,103 
9/23/11	Killer Elite	$70,000,000 	$25,124,986 	$57,777,106 
1/16/98	Hard Rain	$70,000,000 	$19,870,567 	$19,870,567 
2/15/02	Hart's War	$70,000,000 	$19,076,815 	$33,076,815 
2/8/02	Rollerball	$70,000,000 	$18,990,542 	$25,852,508 
1/10/14	The Legend of Hercules	$70,000,000 	$17,012,208 	$17,662,208 
9/20/02	Ballistic: Ecks vs. Sever	$70,000,000 	$14,294,842 	$14,294,842 
8/10/01	Osmosis Jones	$70,000,000 	$13,596,911 	$13,596,911 
3/31/06	Basic Instinct 2	$70,000,000 	$5,946,136 	$35,417,162 
5/28/10	Agora	$70,000,000 	$619,423 	$38,992,292 
7/9/10	Despicable Me	$69,000,000 	$251,513,985 	$543,495,033 
7/30/10	Dinner for Schmucks	$69,000,000 	$73,026,337 	$86,796,502 
6/30/10	The Twilight Saga: Eclipse	$68,000,000 	$300,531,751 	$699,590,681 
5/31/02	The Sum of All Fears	$68,000,000 	$118,471,320 	$193,500,000 
7/13/01	The Score	$68,000,000 	$71,069,884 	$113,542,091 
11/22/95	Money Train	$68,000,000 	$35,324,232 	$77,224,232 
3/21/03	Dreamcatcher	$68,000,000 	$33,685,268 	$75,685,268 
8/6/99	Mystery Men	$68,000,000 	$29,762,011 	$33,462,011 
11/5/99	The Insider	$68,000,000 	$28,965,197 	$60,265,197 
3/2/12	Doctor Seuss' The Lorax	$67,500,000 	$214,030,500 	$350,780,246 
10/10/08	Body of Lies	$67,500,000 	$39,394,666 	$108,394,666 
6/22/12	Abraham Lincoln: Vampire Hunter	$67,500,000 	$37,519,139 	$115,119,139 
6/15/12	That's My Boy	$67,500,000 	$36,931,089 	$58,058,367 
9/20/96	Last Man Standing	$67,000,000 	$18,115,927 	$18,115,927 
8/17/07	The Last Legion	$67,000,000 	$5,932,060 	$25,332,060 
4/30/99	Entrapment	$66,000,000 	$87,707,396 	$211,700,000 
6/19/98	The X Files: Fight the Future	$66,000,000 	$83,898,313 	$189,176,423 
7/24/98	Saving Private Ryan	$65,000,000 	$216,335,085 	$485,035,085 
12/15/00	What Women Want	$65,000,000 	$182,805,123 	$372,100,000 
11/9/12	Lincoln	$65,000,000 	$182,207,973 	$273,000,960 
3/15/02	Ice Age	$65,000,000 	$176,387,405 	$386,116,343 
6/30/95	Apollo 13	$65,000,000 	$172,070,496 	$334,100,000 
3/31/99	The Matrix	$65,000,000 	$171,479,930 	$460,279,930 
12/25/12	Les Miserables	$65,000,000 	$148,809,770 	$442,022,894 
11/1/02	The Santa Clause 2	$65,000,000 	$139,225,854 	$172,825,854 
6/1/90	Total Recall	$65,000,000 	$119,394,839 	$261,400,000 
12/18/98	You've Got Mail	$65,000,000 	$115,821,495 	$250,800,000 
11/5/10	Due Date	$65,000,000 	$100,539,043 	$211,739,043 
7/25/08	Step Brothers	$65,000,000 	$100,468,793 	$128,468,793 
12/15/95	Jumanji	$65,000,000 	$100,458,310 	$262,758,310 
7/17/98	The Mask of Zorro	$65,000,000 	$93,828,745 	$233,700,000 
8/4/00	Space Cowboys	$65,000,000 	$90,454,043 	$128,874,043 
5/28/93	Cliffhanger	$65,000,000 	$84,049,211 	$255,000,000 
2/9/96	Broken Arrow	$65,000,000 	$70,645,997 	$148,345,997 
8/9/06	World Trade Center	$65,000,000 	$70,278,893 	$163,278,893 
7/7/00	The Kid	$65,000,000 	$69,688,384 	$69,688,384 
12/19/03	Mona Lisa Smile	$65,000,000 	$63,803,100 	$141,205,169 
5/16/12	The Dictator	$65,000,000 	$59,650,222 	$179,379,532 
7/16/99	Eyes Wide Shut	$65,000,000 	$55,691,208 	$86,257,553 
12/8/04	Blade: Trinity	$65,000,000 	$52,397,389 	$132,397,389 
12/22/06	We Are Marshall	$65,000,000 	$43,545,364 	$43,545,364 
3/20/98	Primary Colors	$65,000,000 	$39,017,984 	$39,017,984 
10/15/99	Fight Club	$65,000,000 	$37,030,102 	$100,853,753 
8/22/08	Death Race	$65,000,000 	$36,316,032 	$72,516,819 
10/11/96	The Long Kiss Goodnight	$65,000,000 	$33,447,612 	$33,447,612 
12/8/00	Proof of Life	$65,000,000 	$32,598,931 	$62,761,005 
11/11/05	Zathura	$65,000,000 	$28,045,540 	$58,545,540 
11/26/03	The Missing	$65,000,000 	$26,900,336 	$38,253,433 
1/14/05	Elektra	$65,000,000 	$24,409,722 	$56,409,722 
10/23/09	Astro Boy	$65,000,000 	$19,551,067 	$44,093,014 
5/24/91	Hudson Hawk	$65,000,000 	$17,218,916 	$17,218,916 
10/27/00	Lucky Numbers	$65,000,000 	$10,014,234 	$10,014,234 
9/23/05	Oliver Twist	$65,000,000 	$2,070,920 	$26,670,920 
12/31/09	Foodfight!	$65,000,000 	$0 	$0 
7/14/06	Little Man	$64,000,000 	$58,636,047 	$101,636,047 
10/8/99	Random Hearts	$64,000,000 	$31,054,924 	$63,200,000 
12/27/06	Perfume: The Story of a Murderer	$63,700,000 	$2,223,293 	$133,603,463 
6/11/93	Jurassic Park	$63,000,000 	$395,708,305 	$1,035,624,651 
7/25/02	Austin Powers in Goldmember	$63,000,000 	$213,117,789 	$292,738,626 
4/1/11	Hop	$63,000,000 	$108,085,305 	$184,924,333 
6/24/94	Wyatt Earp	$63,000,000 	$25,052,000 	$25,052,000 
8/3/94	Clear and Present Danger	$62,000,000 	$122,012,656 	$207,500,000 
4/21/00	U-571	$62,000,000 	$77,086,030 	$127,630,030 
11/17/95	The American President	$62,000,000 	$60,022,813 	$107,822,813 
2/23/01	3000 Miles to Graceland	$62,000,000 	$15,738,632 	$18,708,848 
3/30/07	Blades of Glory	$61,000,000 	$118,594,548 	$145,594,548 
8/2/13	2 Guns	$61,000,000 	$75,612,460 	$132,493,015 
12/22/04	Meet the Fockers	$60,000,000 	$279,167,575 	$516,567,575 
3/9/07	300	$60,000,000 	$210,614,939 	$455,079,824 
12/10/99	The Green Mile	$60,000,000 	$136,801,374 	$290,701,374 
11/4/05	Chicken Little	$60,000,000 	$135,386,665 	$314,432,738 
6/5/98	The Truman Show	$60,000,000 	$125,618,201 	$248,400,000 
6/14/02	The Bourne Identity	$60,000,000 	$121,468,960 	$213,300,000 
10/9/09	Couples Retreat	$60,000,000 	$109,205,660 	$172,450,423 
11/17/95	Goldeneye	$60,000,000 	$106,429,941 	$356,429,941 
5/30/03	The Italian Job	$60,000,000 	$106,126,012 	$176,262,839 
5/9/03	Daddy Day Care	$60,000,000 	$104,148,781 	$164,285,587 
6/18/99	The General's Daughter	$60,000,000 	$102,705,852 	$149,705,852 
12/18/98	The Prince of Egypt	$60,000,000 	$101,413,188 	$218,600,000 
8/6/04	Collateral	$60,000,000 	$100,170,152 	$217,670,152 
7/4/01	Cats & Dogs	$60,000,000 	$93,375,151 	$200,700,000 
12/20/02	Two Weeks Notice	$60,000,000 	$93,354,918 	$199,043,309 
10/2/98	Antz	$60,000,000 	$90,757,863 	$152,457,863 
4/19/02	The Scorpion King	$60,000,000 	$90,580,000 	$165,890,634 
10/15/10	Red	$60,000,000 	$90,380,162 	$196,439,693 
3/5/04	Starsky & Hutch	$60,000,000 	$88,200,225 	$170,200,225 
6/27/90	Days of Thunder	$60,000,000 	$82,670,733 	$157,670,733 
12/21/05	Cheaper by the Dozen 2	$60,000,000 	$82,571,173 	$135,015,330 
8/13/10	Eat Pray Love	$60,000,000 	$80,574,010 	$205,846,861 
12/21/12	Jack Reacher	$60,000,000 	$80,070,736 	$217,370,736 
4/23/04	Man on Fire	$60,000,000 	$77,906,816 	$118,706,816 
12/22/00	The Family Man	$60,000,000 	$75,764,085 	$124,715,863 
9/9/11	Contagion	$60,000,000 	$75,658,097 	$137,551,594 
12/22/99	Any Given Sunday	$60,000,000 	$75,530,832 	$100,230,832 
5/15/98	The Horse Whisperer	$60,000,000 	$75,383,563 	$186,883,563 
2/6/09	Coraline	$60,000,000 	$75,286,229 	$126,037,057 
10/1/04	Ladder 49	$60,000,000 	$74,541,707 	$102,332,848 
7/28/99	Deep Blue Sea	$60,000,000 	$73,648,228 	$165,048,228 
1/17/03	Kangaroo Jack	$60,000,000 	$66,723,216 	$90,723,216 
6/13/08	The Happening	$60,000,000 	$64,506,874 	$163,403,799 
7/29/05	Sky High	$60,000,000 	$63,939,454 	$81,627,454 
4/7/00	Rules of Engagement	$60,000,000 	$61,322,858 	$71,719,931 
3/10/06	The Shaggy Dog	$60,000,000 	$61,123,569 	$87,123,569 
11/22/96	Jingle All the Way	$60,000,000 	$60,592,389 	$129,832,389 
4/2/04	Hellboy	$60,000,000 	$59,623,958 	$99,823,958 
12/25/98	A Civil Action	$60,000,000 	$56,709,981 	$56,709,981 
8/17/12	ParaNorman	$60,000,000 	$56,003,051 	$108,159,011 
11/14/97	The Jackal	$60,000,000 	$54,956,941 	$159,356,941 
12/25/03	Paycheck	$60,000,000 	$53,789,313 	$89,350,576 
3/1/96	Up Close & Personal	$60,000,000 	$51,045,801 	$100,645,801 
12/19/08	The Tale of Despereaux	$60,000,000 	$50,877,145 	$90,482,317 
9/27/02	The Tuxedo	$60,000,000 	$50,586,000 	$104,429,625 
7/14/95	Under Siege 2: Dark Territory	$60,000,000 	$50,024,083 	$104,324,083 
3/24/05	Miss Congeniality 2: Armed and Fabulous	$60,000,000 	$48,478,006 	$101,382,396 
11/26/97	Alien: Resurrection	$60,000,000 	$47,795,018 	$160,700,000 
3/23/07	Shooter	$60,000,000 	$47,003,582 	$95,703,582 
10/16/98	Practical Magic	$60,000,000 	$46,850,558 	$68,336,997 
1/11/13	Gangster Squad	$60,000,000 	$46,000,903 	$104,100,903 
6/19/09	Year One	$60,000,000 	$43,337,279 	$57,604,723 
1/29/10	Edge of Darkness	$60,000,000 	$43,313,890 	$81,208,697 
12/13/02	Star Trek: Nemesis	$60,000,000 	$43,254,409 	$67,312,826 
7/12/02	Reign of Fire	$60,000,000 	$43,061,982 	$82,150,183 
11/20/09	Planet 51	$60,000,000 	$42,194,060 	$108,996,113 
9/12/08	Righteous Kill	$60,000,000 	$40,081,410 	$78,481,410 
4/17/09	State of Play	$60,000,000 	$37,017,955 	$91,445,389 
2/12/99	My Favorite Martian	$60,000,000 	$36,850,101 	$36,850,101 
4/21/06	The Sentinel	$60,000,000 	$36,280,697 	$78,080,697 
10/10/03	Intolerable Cruelty	$60,000,000 	$35,327,628 	$121,327,628 
1/10/97	The Relic	$60,000,000 	$33,956,608 	$33,956,608 
4/3/98	Mercury Rising	$60,000,000 	$32,983,332 	$32,983,332 
9/15/00	Almost Famous	$60,000,000 	$32,522,352 	$47,371,191 
12/6/02	Analyze That	$60,000,000 	$32,122,249 	$54,994,757 
4/24/09	The Soloist	$60,000,000 	$31,720,158 	$38,454,152 
8/21/13	The Mortal Instruments: City of Bones	$60,000,000 	$31,165,421 	$75,965,567 
11/3/00	The Legend of Bagger Vance	$60,000,000 	$30,695,227 	$39,235,486 
1/17/14	Jack Ryan: Shadow Recruit	$60,000,000 	$30,168,133 	$52,368,133 
2/22/02	Dragonfly	$60,000,000 	$30,063,805 	$30,063,805 
5/13/11	Priest	$60,000,000 	$29,136,626 	$84,154,026 
4/29/05	XXX: State of the Union	$60,000,000 	$26,873,932 	$71,073,932 
8/15/97	Event Horizon	$60,000,000 	$26,673,242 	$26,673,242 
7/2/03	Sinbad: Legend of the Seven Seas	$60,000,000 	$26,483,452 	$80,767,884 
7/8/05	Dark Water	$60,000,000 	$25,473,093 	$49,473,093 
8/14/98	The Avengers	$60,000,000 	$23,385,416 	$48,585,416 
9/15/06	The Black Dahlia	$60,000,000 	$22,672,813 	$46,672,813 
3/26/99	EDtv	$60,000,000 	$22,508,689 	$35,319,689 
10/19/01	The Last Castle	$60,000,000 	$18,208,078 	$20,541,668 
1/23/09	Inkheart	$60,000,000 	$17,303,424 	$58,051,454 
1/14/00	Supernova	$60,000,000 	$14,218,868 	$14,218,868 
9/22/06	Flyboys	$60,000,000 	$13,090,630 	$14,816,379 
10/9/98	Holy Man	$60,000,000 	$12,069,719 	$12,069,719 
7/11/08	Meet Dave	$60,000,000 	$11,803,254 	$50,648,806 
8/12/05	The Great Raid	$60,000,000 	$10,166,502 	$10,597,070 
10/24/03	Beyond Borders	$60,000,000 	$4,426,297 	$11,427,090 
5/25/88	Rambo III	$58,000,000 	$53,715,611 	$188,715,611 
